               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                   0,            0.016987,            0.036354,           0.0076814,             0.99743,             0.99941,             0.99498,             0.86472,            0.018271,            0.030323,           0.0004603,            0.070156,            0.003316,            0.003316
                   1,            0.022621,            0.041484,            0.010342,             0.99711,             0.99952,               0.995,             0.81001,            0.021619,            0.033091,          0.00066925,            0.040112,           0.0066054,           0.0066054
                   2,             0.02477,            0.043347,            0.011069,             0.98701,             0.99703,             0.99278,             0.79653,            0.021542,            0.033491,          0.00092572,            0.010024,           0.0098509,           0.0098509
                   3,            0.025056,             0.04498,            0.012634,             0.99451,             0.99932,             0.99485,             0.86002,            0.018295,            0.032936,           0.0010808,            0.009802,            0.009802,            0.009802
                   4,            0.025227,            0.047847,            0.012548,             0.98937,             0.99328,             0.99091,             0.85386,            0.017488,            0.031654,           0.0013904,            0.009802,            0.009802,            0.009802
                   5,            0.024956,            0.046336,              0.0126,             0.98646,              0.9966,             0.99476,             0.85381,            0.017847,            0.031952,           0.0009858,            0.009736,            0.009736,            0.009736
                   6,             0.02599,            0.048066,            0.012708,             0.98756,             0.99749,             0.99168,             0.86794,            0.016702,            0.031236,           0.0010884,             0.00967,             0.00967,             0.00967
                   7,            0.024253,            0.045948,            0.012532,             0.98413,             0.99753,             0.99376,             0.86702,            0.014736,             0.03024,           0.0010293,            0.009604,            0.009604,            0.009604
                   8,            0.023995,            0.044371,            0.012667,             0.99503,             0.99697,               0.995,             0.81777,            0.019613,            0.033224,           0.0010328,            0.009538,            0.009538,            0.009538
                   9,            0.023827,            0.043695,            0.012739,             0.99576,             0.99942,             0.99498,              0.8379,            0.019483,            0.032629,          0.00095408,            0.009472,            0.009472,            0.009472
                  10,            0.023793,            0.044004,            0.012345,             0.99529,             0.99892,             0.99494,             0.87425,            0.014907,            0.029171,           0.0010116,            0.009406,            0.009406,            0.009406
                  11,            0.023921,            0.043237,            0.012428,             0.99457,              0.9976,             0.99495,             0.90202,            0.014343,            0.029551,          0.00098952,             0.00934,             0.00934,             0.00934
                  12,            0.023253,            0.044715,            0.012261,             0.98606,             0.99471,             0.99069,             0.82419,            0.020311,            0.033851,           0.0010342,            0.009274,            0.009274,            0.009274
                  13,            0.024375,             0.04445,            0.011976,             0.99472,             0.99575,             0.99481,             0.86381,            0.016891,            0.030547,           0.0012437,            0.009208,            0.009208,            0.009208
                  14,            0.022919,            0.043699,            0.012835,             0.99592,             0.99866,               0.995,             0.84463,            0.016477,            0.029961,          0.00091611,            0.009142,            0.009142,            0.009142
                  15,             0.02407,            0.045154,            0.012097,             0.99572,             0.99865,             0.99495,              0.8601,            0.016655,            0.031266,           0.0010621,            0.009076,            0.009076,            0.009076
                  16,            0.022559,              0.0449,             0.01243,             0.99542,              0.9989,             0.99499,             0.89811,            0.013564,            0.027777,          0.00089611,             0.00901,             0.00901,             0.00901
                  17,            0.022758,            0.041857,            0.011798,             0.99462,             0.99979,             0.99493,             0.89605,            0.013719,            0.028031,          0.00097981,            0.008944,            0.008944,            0.008944
                  18,            0.022618,            0.042317,            0.011611,             0.99583,             0.99674,             0.99487,             0.89608,            0.013533,            0.028705,           0.0010091,            0.008878,            0.008878,            0.008878
                  19,            0.022385,             0.04315,            0.012063,             0.99699,             0.99977,               0.995,             0.86344,            0.015652,            0.030358,          0.00083688,            0.008812,            0.008812,            0.008812
                  20,            0.022112,            0.041715,            0.011604,             0.99764,             0.99842,               0.995,              0.8869,            0.014228,            0.028321,          0.00084558,            0.008746,            0.008746,            0.008746
                  21,            0.022442,            0.042692,            0.011657,             0.99495,              0.9943,             0.99464,             0.87875,            0.014517,            0.028685,           0.0011935,             0.00868,             0.00868,             0.00868
                  22,            0.021733,            0.041594,            0.011926,             0.99709,             0.99885,               0.995,                 0.9,            0.013804,            0.028152,          0.00084252,            0.008614,            0.008614,            0.008614
                  23,            0.021855,            0.043224,            0.011508,             0.99458,             0.99712,               0.995,             0.87405,            0.015641,            0.029524,          0.00093122,            0.008548,            0.008548,            0.008548
                  24,            0.021246,            0.041828,            0.011965,             0.99731,             0.99939,               0.995,              0.9023,            0.013063,            0.026543,          0.00074847,            0.008482,            0.008482,            0.008482
                  25,            0.021781,            0.042865,            0.011617,             0.99761,             0.99917,               0.995,             0.88927,            0.014704,            0.028593,          0.00083731,            0.008416,            0.008416,            0.008416
                  26,            0.021538,             0.04251,            0.011396,             0.99701,              0.9993,               0.995,             0.92011,            0.012934,            0.025801,          0.00081262,             0.00835,             0.00835,             0.00835
                  27,            0.020589,             0.03997,            0.011513,             0.99667,              0.9995,             0.99498,             0.91295,            0.012215,            0.025952,          0.00090035,            0.008284,            0.008284,            0.008284
                  28,            0.020982,            0.040492,            0.011275,             0.99601,             0.99937,             0.99498,             0.92063,            0.012012,            0.025915,          0.00080439,            0.008218,            0.008218,            0.008218
                  29,            0.021211,            0.042658,            0.011722,             0.99716,             0.99978,               0.995,             0.90765,            0.012507,            0.025837,          0.00075439,            0.008152,            0.008152,            0.008152
                  30,            0.020704,            0.039378,            0.011154,             0.99717,             0.99919,               0.995,               0.904,            0.012042,            0.025681,          0.00072863,            0.008086,            0.008086,            0.008086
                  31,            0.021115,            0.042968,            0.011762,             0.99597,             0.99869,             0.99499,             0.91151,             0.01208,            0.025743,          0.00079098,             0.00802,             0.00802,             0.00802
                  32,            0.020735,            0.039071,            0.011092,             0.99777,             0.99931,               0.995,             0.90945,            0.012461,            0.026197,          0.00074374,            0.007954,            0.007954,            0.007954
                  33,            0.021054,            0.040685,            0.010916,             0.99654,             0.99938,             0.99499,             0.92106,            0.011912,            0.025377,          0.00073601,            0.007888,            0.007888,            0.007888
                  34,             0.02107,            0.041173,            0.010591,             0.99601,             0.99956,               0.995,             0.92268,              0.0112,            0.024633,          0.00069156,            0.007822,            0.007822,            0.007822
                  35,             0.02091,             0.04061,            0.010605,             0.99497,             0.99668,             0.99489,             0.91107,            0.012871,            0.026269,          0.00074011,            0.007756,            0.007756,            0.007756
                  36,            0.020125,            0.039564,            0.010869,             0.99723,              0.9996,               0.995,             0.91308,            0.013028,            0.026227,          0.00069339,             0.00769,             0.00769,             0.00769
                  37,            0.020524,            0.038945,            0.010486,             0.99658,             0.99941,               0.995,             0.90768,             0.01258,            0.025657,          0.00068846,            0.007624,            0.007624,            0.007624
                  38,             0.02076,            0.041439,            0.010709,              0.9975,             0.99983,             0.99499,             0.92694,            0.010792,            0.023739,          0.00070599,            0.007558,            0.007558,            0.007558
                  39,            0.019904,            0.039469,            0.010656,             0.99768,             0.99966,               0.995,              0.9343,            0.011234,            0.023645,           0.0007091,            0.007492,            0.007492,            0.007492
                  40,            0.019542,            0.038797,            0.010429,             0.99726,             0.99895,               0.995,             0.90977,            0.012273,            0.025147,           0.0006613,            0.007426,            0.007426,            0.007426
                  41,            0.019752,            0.039454,            0.010612,             0.99665,             0.99982,               0.995,             0.90118,            0.013387,            0.026559,          0.00061295,             0.00736,             0.00736,             0.00736
                  42,            0.019325,              0.0384,            0.010439,             0.99699,             0.99991,               0.995,              0.9201,            0.011239,            0.024012,          0.00065172,            0.007294,            0.007294,            0.007294
                  43,             0.02006,            0.038945,             0.01022,             0.99692,             0.99962,               0.995,             0.92873,            0.010742,            0.023438,           0.0006343,            0.007228,            0.007228,            0.007228
                  44,            0.019846,            0.038672,            0.010259,             0.99672,             0.99985,               0.995,             0.93044,            0.011181,            0.023243,          0.00067691,            0.007162,            0.007162,            0.007162
                  45,            0.019024,             0.03915,            0.010115,             0.99737,             0.99956,               0.995,              0.9313,            0.011452,            0.023922,          0.00064467,            0.007096,            0.007096,            0.007096
                  46,             0.01892,            0.037852,            0.010487,             0.99596,             0.99886,              0.9947,              0.9211,            0.010723,            0.023586,          0.00076382,             0.00703,             0.00703,             0.00703
                  47,            0.020109,            0.039709,            0.010173,             0.99673,             0.99973,               0.995,             0.92024,            0.011982,             0.02469,          0.00063957,            0.006964,            0.006964,            0.006964
                  48,            0.019903,            0.039473,            0.010033,             0.99779,              0.9997,               0.995,              0.9253,            0.011047,            0.023454,          0.00060821,            0.006898,            0.006898,            0.006898
                  49,            0.018601,            0.036052,            0.010027,             0.99728,             0.99979,               0.995,             0.91784,            0.011924,            0.024163,            0.000591,            0.006832,            0.006832,            0.006832
                  50,            0.018449,            0.037249,           0.0098961,             0.99811,             0.99961,               0.995,             0.94034,            0.010611,            0.023103,          0.00061084,            0.006766,            0.006766,            0.006766
                  51,            0.019681,            0.038567,           0.0099703,             0.99768,             0.99967,               0.995,              0.9444,            0.010088,            0.022321,          0.00058526,              0.0067,              0.0067,              0.0067
                  52,            0.019325,            0.038062,           0.0095304,             0.99706,             0.99916,             0.99493,             0.92839,            0.011243,            0.023446,          0.00063868,            0.006634,            0.006634,            0.006634
                  53,             0.01822,            0.036836,            0.010038,             0.99784,              0.9998,               0.995,             0.92202,            0.011733,            0.023736,          0.00056981,            0.006568,            0.006568,            0.006568
                  54,            0.018659,            0.038036,           0.0099876,             0.99659,              0.9988,             0.99499,              0.9217,            0.011267,            0.024008,          0.00059201,            0.006502,            0.006502,            0.006502
                  55,            0.018331,             0.03709,            0.009972,             0.99692,              0.9995,               0.995,             0.92064,            0.011099,            0.023278,          0.00057385,            0.006436,            0.006436,            0.006436
                  56,            0.018526,            0.037713,           0.0095768,             0.99723,             0.99948,               0.995,             0.91936,            0.011391,            0.023409,          0.00052482,             0.00637,             0.00637,             0.00637
                  57,            0.017754,            0.035076,           0.0095679,             0.99745,             0.99955,               0.995,             0.92568,            0.011317,            0.023188,          0.00055323,            0.006304,            0.006304,            0.006304
                  58,            0.018213,            0.036121,           0.0094519,             0.99806,             0.99991,               0.995,             0.94669,           0.0096762,            0.021425,          0.00051681,            0.006238,            0.006238,            0.006238
                  59,            0.018845,            0.038182,           0.0093721,             0.99747,             0.99924,               0.995,             0.93495,            0.010311,            0.022026,          0.00049783,            0.006172,            0.006172,            0.006172
                  60,            0.018293,            0.037186,           0.0093348,             0.99633,             0.99946,               0.995,             0.93249,            0.010675,            0.022637,          0.00052508,            0.006106,            0.006106,            0.006106
                  61,            0.018148,            0.035744,           0.0092936,             0.99776,             0.99978,               0.995,             0.93945,            0.010205,            0.021808,          0.00051332,             0.00604,             0.00604,             0.00604
                  62,            0.017697,            0.036231,           0.0095251,             0.99633,              0.9996,               0.995,              0.9439,           0.0097548,            0.021104,          0.00048756,            0.005974,            0.005974,            0.005974
                  63,            0.017294,            0.034737,           0.0094967,             0.99622,             0.99956,               0.995,             0.93435,            0.010927,            0.022639,          0.00047344,            0.005908,            0.005908,            0.005908
                  64,            0.017853,            0.036105,            0.009137,              0.9975,             0.99941,               0.995,             0.95404,           0.0092083,            0.021056,          0.00047879,            0.005842,            0.005842,            0.005842
                  65,            0.018036,            0.036779,           0.0093553,             0.99741,             0.99929,               0.995,             0.95376,           0.0090401,            0.020739,          0.00047653,            0.005776,            0.005776,            0.005776
                  66,            0.018411,            0.037134,           0.0089774,             0.99807,             0.99959,               0.995,             0.95039,             0.00921,              0.0208,          0.00046775,             0.00571,             0.00571,             0.00571
                  67,            0.017647,            0.034768,           0.0091659,             0.99734,             0.99971,               0.995,             0.95075,           0.0088926,            0.020207,          0.00048316,            0.005644,            0.005644,            0.005644
                  68,            0.017112,            0.035032,           0.0091958,             0.99787,             0.99988,               0.995,             0.94731,            0.009527,            0.020812,          0.00047964,            0.005578,            0.005578,            0.005578
